uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"c4a30ef5-21c0-4c5f-a880-31acb71b2c53","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","A2","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T10Z","HARV_004.A2.2018-06-05T06:14-04:00[US/Eastern]",100,100,66,62,"mixed deciduous/evergreen forest",11,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"6ef8ef34-98c0-492c-9886-bf2490dbb6c7","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","A1","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T11Z","HARV_004.A1.2018-06-05T06:48-04:00[US/Eastern]",100,100,66,62,"deciduous forest",10,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"5f94df40-04ba-4230-aac3-f6f8e2d458ef","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","B1","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T11Z","HARV_004.B1.2018-06-05T07:19-04:00[US/Eastern]",100,100,66,62,"mixed deciduous/evergreen forest",9,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"dd223399-fa26-481d-9d03-b1de29fa2147","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","C1","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T12Z","HARV_004.C1.2018-06-05T07:50-04:00[US/Eastern]",100,100,66,62,"deciduous forest",11,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"cf988908-3ee9-4dc4-8cf7-2d9be921ea8e","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","C2","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T12Z","HARV_004.C2.2018-06-05T08:28-04:00[US/Eastern]",100,100,66,62,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"b5512283-c07a-42de-a77d-980adb7a2e63","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","C3","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T13Z","HARV_004.C3.2018-06-05T08:57-04:00[US/Eastern]",100,100,66,62,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"f155982b-ca31-4cae-bf97-c0ea9c3d6416","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","B3","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T13Z","HARV_004.B3.2018-06-05T09:27-04:00[US/Eastern]",100,100,66,62,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"190c0478-1ccb-4a63-8e4b-9b00bcc75e79","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","B2","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T14Z","HARV_004.B2.2018-06-05T09:48-04:00[US/Eastern]",100,100,66,62,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"fef7ef5f-298f-40c4-902a-87fdcd1be8c6","HARV_004.birdGrid.brd","D01","HARV","HARV_004","distributed","A3","mixedForest",42.427892,-72.228126,"WGS84",250.1,185.7,0.1,"2018-06-05T14Z","HARV_004.A3.2018-06-05T10:08-04:00[US/Eastern]",100,100,66,62,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"5d12f280-2f2b-456d-9081-0922dcd112fc","HARV_006.birdGrid.brd","D01","HARV","HARV_006","distributed","A1","deciduousForest",42.401149,-72.253238,"WGS84",250.1,196.5,0.2,"2018-06-06T10Z","HARV_006.A1.2018-06-06T05:52-04:00[US/Eastern]",10,10,61,74,"riparian",11,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
